negocio	texto	estrellas	estilo
Cafetería	Esperamos una hora para nada.	1	breve
Pub	Poca variedad de alcohol. Si sales de las marcas de siempre, no tienen nada interesante.	2	coloquial
Cafetería	La limpieza de las zonas comunes es constante y el café está bien ejecutado.	5	neutral
Mesón	El camarero tiene una alegría desbordante; me miró con tanto odio que por un momento pensé que era mi ex disfrazado.	1	sarcástico
Cafetería	La oferta de productos salados es correcta y el café es de especialidad.	5	neutral
Cervecería	Probé una cerveza ácida por primera vez siguiendo el consejo del barman. Al principio me chocó, pero ahora no quiero otra cosa. ¡Me abrió la mente!	5	anecdótico
Restaurante	¡Todo fue excepcional! El bogavante estaba cocinado a la perfección, tierno y con un sabor intenso.	5	entusiasta
Mesón	Las patatas fritas eran tan 'naturales' que todavía tenían la escarcha del congelador del supermercado.	2	sarcástico
Cervecería	¡Un 11 sobre 10! El local tiene una decoración industrial preciosa y la limpieza es impecable. ¡Todo cuidado al detalle!	5	entusiasta
Restaurante	Descoordinación evidente entre cocina y sala que empaña una propuesta que pudo ser mejor.	2	formal
Restaurante	Comida rica pero no justifica el precio tan alto.	3	breve
Pub	La última vez que fui me gustó la selección de rones, pero ayer pedí el de siempre y me dijeron que ahora solo trabajan con marcas blancas.	3	anecdótico
Pub	La peor noche de mi vida. Música a todo trapo que no se oía ni hablar y bebida de malísima calidad.	1	coloquial
Bar	Buen ambiente de barrio.	4	breve
Cervecería	Esperamos un siglo para entrar y luego la comida no valía un pimiento.	2	coloquial
Mesón	La mesa bailaba tanto que la cena se convirtió en un entrenamiento de equilibrio digno de un ninja.	1	sarcástico
Restaurante	Presentaciones increíbles. Algo ruidoso el comedor.	4	breve
Bar de carretera	El baño es una experiencia de escape room de nivel experto. Si logras salir, la recompensa es el mejor café con leche de la provincia.	4	sarcástico
Bar de carretera	El pan estaba chicloso, probablemente de haber estado congelado. Una parada mediocre en una ruta con mejores opciones.	3	crítico
Bar	Trato personalizado y gran rapidez en la elaboración de la comanda. Muy satisfecho.	5	formal
Mesón	La gestión del local es caótica. El ruido procedente de la cocina impide una cena tranquila.	1	formal
Bar	Personal insuficiente para el volumen de clientes.	1	neutral
Cafetería	Uso de leche de baja calidad que desvirtúa un café que parecía prometedor.	2	formal
Restaurante	No entiendo las estrellas. Comida insípida y muy cara.	1	breve
Restaurante	El maître se pasó la noche dando voces a los camareros delante de los clientes.	2	crítico
Pub	El suelo estaba tan pegajoso que se me rompió la suela de la	1	anecdótico
Mesón	Todo perfecto. La oreja a la plancha es obligatoria.	5	breve
Bar	Tienen buenos vinos, pero los sirven en vasos muy gruesos. Unas copas más finas ayudarían a disfrutar más el producto.	3	constructivo
Cafetería	Muy rico el zumo natural y el café.	4	breve
Pub	Perdí mi bufanda y el personal me ayudó a buscarla por todo el local, un detalle de 10, aunque el baño estaba algo descuidado.	4	anecdótico
Mesón	Las croquetas son caseras, pero tenían demasiado aceite. Escurrirlas mejor las haría mucho más ligeras.	3	constructivo
Bar de carretera	Perfecto para un alto rápido.	4	breve
Bar de carretera	La decoración estilo 'atracón de mercadillo en 1984' le da un toque vintage muy auténtico. La comida es comestible, lo cual ya es un éxito para la zona.	3	sarcástico
Cervecería	La extracción de humos no funciona bien y sales del local oliendo a fritanga. Invertir en una buena campana es muy necesario.	2	constructivo
Bar	¡Espectacular! La decoración es una pasada y el trato de los camareros es de lo mejorcito de la ciudad. ¡Volveremos mil veces!	5	entusiasta
Bar de carretera	¡Me ha flipado! El menú del día es súper completo y el vino de la casa estaba buenísimo. El personal es muy currante y amable.	5	entusiasta
Cervecería	Pedí una ración de quesos y me explicaron con qué tipo de cerveza iba mejor cada uno. Un maridaje perfecto que elevó la experiencia.	5	anecdótico
Cervecería	Relación calidad-precio de locos. Muy fans de este sitio.	5	coloquial
Cafetería	El personal ignora a los clientes con una maestría digna de estudio psicológico. La limpieza, al menos, era pasable.	2	sarcástico
Cafetería	La calidad del grano es notable y el proceso de descalcificación de la máquina parece al día.	4	neutral
Bar de carretera	Las servilletas son de papel de lija, perfectas para exfoliarte la cara después de pelearte con el tocino de su panceta 'premium'.	2	sarcástico
Bar de carretera	Excelente enclave para el descanso del conductor. Limpieza absoluta y trato cortés.	5	formal
Mesón	El mesón tiene mucho potencial, pero necesita un lavado de cara. Con pequeños cambios sería un sitio top.	3	constructivo
Bar de carretera	Ideal para reponer fuerzas. 10/10.	5	breve
Bar	Carta de raciones tradicional. Croquetas, ensaladilla y queso. Calidad media-alta.	4	neutral
Pub	El garito mola un montón, tiene mucha personalidad y se nota en cada detalle.	5	coloquial
Mesón	Decoración que incluye elementos de labranza tradicionales.	5	neutral
Bar	La carta está un poco gastada y es difícil de leer. Imprimir unas nuevas o plastificarlas daría mejor impresión.	3	constructivo
Cafetería	Los tickets de compra son detallados y el servicio se muestra atento a las peticiones básicas.	4	neutral
Restaurante	Precios desorbitados para una cocina pretenciosa y carente de técnica básica profesional.	1	formal
Pub	Evitadlo.	1	breve
Cafetería	La oferta de productos 'light' o sin azúcar es inexistente en este local.	2	formal
Cafetería	Repostería casera deliciosa. Muy recomendado.	5	breve
Bar	Atención lenta en la barra. Estuvieron cinco minutos ignorándome mientras rellenaban las neveras delante de mí.	3	crítico
Cafetería	El trato al cliente no presenta variaciones significativas entre los diferentes turnos.	3	neutral
Cafetería	No limpian las mesas entre clientes.	2	breve
Cafetería	Hice una reserva para un grupo grande de trabajo y todo salió rodado. Muy profesionales y atentos.	5	anecdótico
Mesón	Vinimos a desayunar y acabamos quedándonos a comer porque el ambiente era tan relajado que no queríamos irnos.	5	anecdótico
Cervecería	Llegamos con un grupo de 15 personas sin reserva y, lejos de agobiarse, nos organizaron una mesa en cinco minutos con una sonrisa. Eficiencia pura.	5	anecdótico
Bar de carretera	Los vasos estaban empañados y con marcas de dedos. La limpieza general del establecimiento es inexistente.	1	crítico
Pub	Muy buena vibra.	5	breve
Restaurante	Mucha floritura en el emplatado pero los cubiertos estaban mal pulidos.	2	crítico
Cafetería	El barista me hizo un dibujo de un gato precioso en el café, pero la leche sabía un poco a quemado.	3	anecdótico
Cafetería	¡Qué velocidad! Solo tardaron quince minutos en darse cuenta de que yo existía y estaba sentado en la barra.	1	sarcástico
Pub	Sitio con encanto.	4	breve
Mesón	Para pegarse un buen homenaje de comida tradicional es el sitio perfecto.	4	coloquial
Pub	Correcto para tomar una copa pero nada especial.	3	breve
Restaurante	¡Absolutamente fascinado! La bodega es un tesoro y el sumiller es un auténtico maestro de su oficio.	5	entusiasta
Mesón	Los judiones están espectaculares, ¡menuda ración! Me sobró comida por todos lados.	4	coloquial
Bar	Qué majos son todos, siempre te ponen una tapa con la caña.	5	coloquial
Restaurante	El risotto estaba pasado de cocción, una masa pegajosa incomestible.	2	crítico
Bar	Trato inmejorable.	5	breve
Cafetería	Vine por la tarta de queso que vi en redes; el sabor era normalito y el trozo me pareció diminuto para lo que costaba.	3	anecdótico
Restaurante	El ritmo de la cena fue un desastre; estuvimos tres horas para comer cuatro platos.	2	crítico
Cervecería	Menudas tapas ponen con la consumición, así da gusto.	5	coloquial
Cervecería	No aceptan tarjeta si no gastas un mínimo, en qué siglo viven estos.	2	coloquial
Cafetería	Me senté en la ventana a ver llover con un capuchino y ha sido el momento más relajante de mi semana.	5	anecdótico
Pub	La terraza es un lujo, pero como no llegues pronto no pillas sitio ni de coña.	4	coloquial
Cafetería	La conexión wifi era inexistente pese a ser publicitada como servicio del local.	1	neutral
Mesón	El cordero lechal se presenta bien asado y crujiente.	4	neutral
Cafetería	El café descafeinado era tan flojo que mi energía disminuyó solo con mirarlo. Ideal para echarse una siesta eterna.	1	sarcástico
Pub	¡Vaya temazos ponen! Me pasé la noche bailando, ¡si tuvieran un poco más de aire acondicionado sería el paraíso!	4	entusiasta
Cafetería	La ración servida no se correspondía en tamaño con el estándar del sector.	1	neutral
Bar de carretera	El café tiene ese bouquet único a neumático quemado que tanto se agradece para no dormirte al volante. Una estrella extra porque el parking es grande para llorar a solas.	2	sarcástico
Restaurante	El punto de sal en varios pases fue excesivo desvirtuando la calidad del ingrediente.	2	formal
Pub	Casi perfecto.	4	breve
Cervecería	Cerveza se sirvió a una temperatura inadecuada, excesivamente fría o templada. Error.	2	formal
Mesón	La sopa de picadillo que probamos aquí ha sido el mejor remedio para el resfriado que he tenido nunca.	5	anecdótico
Bar de carretera	Atención diligente. La zona de aparcamiento para vehículos pesados es excelente.	4	formal
Pub	Copas bien puestas y sin garrafón, aunque el aire acondicionado estaba demasiado fuerte.	4	coloquial
Bar de carretera	¡Qué energía! Me encantó la rapidez con la que nos atendieron a pesar de estar lleno. Los postres caseros son una auténtica perdición.	5	entusiasta
Pub	El dueño es un prepotente de cuidado. Nos echó de la mesa porque 'venía gente importante'. De locos.	1	coloquial
Cafetería	El tiempo para recibir la cuenta tras solicitarla fue superior a los 20 minutos.	1	neutral
Bar	Muy recomendable.	5	breve
Bar de carretera	Bocadillos recién hechos. Muy bien.	4	breve
Restaurante	Estándar de calidad alto; sala muy concurrida.	4	breve
Bar de carretera	Local oscuro y un poco descuidado estéticamente. La comida es abundante pero carece totalmente de sazón.	3	crítico
Pub	Sitio top.	5	breve
Pub	No nos dejaron entrar con zapatillas pero dentro había gente hecha un cuadro. Criterio cero.	2	coloquial
Restaurante	Relación calidad-precio descompensada. Pagamos un suplemento por trufa negra que apenas se percibía. Sentimos que pagamos más por el mobiliario que por la comida.	2	crítico
Cafetería	Mi café diario obligatorio aquí.	5	breve
Cafetería	Vajilla con grietas o marcas de suciedad acumulada. Falta de cuidado en el detalle.	2	formal
Pub	Las cervezas están fresquitas, pero de picoteo solo nos pusieron unos cacahuetes contados.	3	coloquial
Bar	Desayuno riquísimo.	5	breve
Restaurante	Las texturas eran desagradables, todo parecía papilla recalentada de hace tres días.	1	crítico
Restaurante	Ambiente distinguido y carta bien estructurada. El confit de pato cumplió las expectativas, pero la guarnición era algo escasa.	4	neutral
Pub	Servicio de seguridad con actitud poco cortés hacia los clientes. Experiencia mejorable.	2	formal
Mesón	El asado estaba seco. Una decepción la verdad.	2	breve
Mesón	El queso estaba tan fuerte que, al abrir la tapa, dos clientes de la mesa de al lado se desmayaron simultáneamente.	1	sarcástico
Cervecería	Maestría en la selección de levaduras y estilos. Un paraíso para el aficionado técnico.	5	formal
Cafetería	Muy acogedor y trato estupendo.	5	breve
Mesón	La vajilla estaba descascarillada y los vasos tenían marcas de labios.	1	crítico
Mesón	La cena estuvo bien, pero la luz es muy blanca y fría. Una iluminación cálida crearía un clima más íntimo.	3	constructivo
Bar de carretera	Bocadillo de queso tan seco que tuve que pedir un extintor para poder tragar el segundo bocado. Le pongo el 2 porque el pan estaba casi tierno.	2	sarcástico
Bar de carretera	Buena parada técnica. El personal es eficiente, pero les falta un poco de amabilidad y calidez en el trato.	4	crítico
Cervecería	Me gusta el rollo industrial del local, aunque es un poco frío en invierno.	4	coloquial
Bar	Qué maravilla de sitio, comida rica y trato inmejorable.	5	coloquial
Bar de carretera	Si te gusta el riesgo, pide el menú del día. Es una aventura para tu paladar y tu sistema digestivo. El parking es tan grande que puedes aparcar un portaaviones.	3	sarcástico
Bar de carretera	Un trato grosero por parte del personal. Parece que les molesta que entres a consumir. No volveremos jamás.	2	crítico
Pub	Calidad media de los combinados de autor. El local requiere una mejora en ventilación.	3	formal
Pub	El mejor ambiente para salir de noche. Copas bien puestas.	5	breve
Restaurante	Esperaba mucho más por la fama que tiene.	2	breve
Pub	Me pedí un tercio y estaba tibio. Me lo cambiaron, pero el segundo tampoco estaba para tirar cohetes.	3	coloquial
Cafetería	Sitio moderno, café bien preparado.	4	breve
Mesón	Nos trajeron la cuenta con errores a su favor.	2	crítico
Cafetería	El ruido de los camareros gritando en la barra hace que sea imposible mantener una conversación tranquila.	1	crítico
